Tweet,Keyword,tweet_lowercase,tweet_without_stopwords
Engineers ‘harassed’ by earthquake victims  ,earthquake,engineers ‘harassed’ by earthquake victims  ,engineers ‘ harassed ’ earthquake victims
"WHO declares public health emergency as coronavirus spreads, but there are questions over first—and only—case in Nepal  — by @arjunpoudeltkp",emergency,"who declares public health emergency as coronavirus spreads, but there are questions over first—and only—case in nepal  — by @arjunpoudeltkp","declares public health emergency coronavirus spreads , questions first—and only—case nepal — @ arjunpoudeltkp"
"A mysterious new virus, first reported in the Chinese city of Wuhan, has emerged as a major public health emergency. What do we know about the new strain of coronavirus, and should we be worried?  — by @theshailen",emergency,"a mysterious new virus, first reported in the chinese city of wuhan, has emerged as a major public health emergency. what do we know about the new strain of coronavirus, and should we be worried?  — by @theshailen","mysterious new virus , first reported chinese city wuhan , emerged major public health emergency . know new strain coronavirus , worried ? — @ theshailen"
Three senior officials dragged to court for misusing millions during supply of emergency logistics ,emergency,three senior officials dragged to court for misusing millions during supply of emergency logistics ,three senior officials dragged court misusing millions supply emergency logistics
"Viral fever cases on rise in Kanchanpur Around 40 children suffering from high fever, common cold, cough and pneumonia are visiting the emergency unit of Mahakali Provincial Hospital on a daily basis, health workers say.  — by Bhawani Bhatta",emergency,"viral fever cases on rise in kanchanpur around 40 children suffering from high fever, common cold, cough and pneumonia are visiting the emergency unit of mahakali provincial hospital on a daily basis, health workers say.  — by bhawani bhatta","viral fever cases rise kanchanpur around 40 children suffering high fever , common cold , cough pneumonia visiting emergency unit mahakali provincial hospital daily basis , health workers say . — bhawani bhatta"
"Ride sharing app start limited services in Kathmandu Company says it’s only for emergency use, traffic police say riders will be punished if caught  — by @AnupOjha7",emergency,"ride sharing app start limited services in kathmandu company says it’s only for emergency use, traffic police say riders will be punished if caught  — by @anupojha7","ride sharing app start limited services kathmandu company says ’ emergency use , traffic police say riders punished caught — @ anupojha7"
Kailash Helicopter’s chopper makes emergency landing after bird strike The helicopter's windshield has been damaged and passengers suffered minor injuries due to the impact. ,emergency,kailash helicopter’s chopper makes emergency landing after bird strike the helicopter's windshield has been damaged and passengers suffered minor injuries due to the impact. ,kailash helicopter ’ chopper makes emergency landing bird strike helicopter 's windshield damaged passengers suffered minor injuries due impact .
Health Emergency Operation Centre lacks funds for emergency situations  — by @arjunpoudeltkp,emergency,health emergency operation centre lacks funds for emergency situations  — by @arjunpoudeltkp,health emergency operation centre lacks funds emergency situations — @ arjunpoudeltkp
"Buddha Air emergency landing: There was no problem with the engine, but the indicator had certain problem ",emergency,"buddha air emergency landing: there was no problem with the engine, but the indicator had certain problem ","buddha air emergency landing : problem engine , indicator certain problem"
"Even as doctors call for urgent action, Health Minister Upendra Yadav says no need to declare health emergency and flies to the US.  — by @binodjourno",emergency,"even as doctors call for urgent action, health minister upendra yadav says no need to declare health emergency and flies to the us.  — by @binodjourno","even doctors call urgent action , health minister upendra yadav says need declare health emergency flies us . — @ binodjourno"
Dr KC may need emergency care as his health declines: Docs #KathmanduPost  ,emergency,dr kc may need emergency care as his health declines: docs #kathmandupost  ,dr kc may need emergency care health declines : docs # kathmandupost
Kantipur Foundation sets up emergency relief fund #KathmanduPost ,emergency,kantipur foundation sets up emergency relief fund #kathmandupost ,kantipur foundation sets emergency relief fund # kathmandupost
"Canada announces $ 5 million for emergency relief programmes; Russia to sent a rescue team, to land later on today. #NepalEarthquake #Nepal",emergency,"canada announces $ 5 million for emergency relief programmes; russia to sent a rescue team, to land later on today. #nepalearthquake #nepal","canada announces $ 5 million emergency relief programmes ; russia sent rescue team , land later today . # nepalearthquake # nepal"
"Two people killed, 10 hurt in Madrid restaurant blaze Diners struggled to flee as the blaze started near the main exit, emergency services said. ",emergency,"two people killed, 10 hurt in madrid restaurant blaze diners struggled to flee as the blaze started near the main exit, emergency services said. ","two people killed , 10 hurt madrid restaurant blaze diners struggled flee blaze started near main exit , emergency services said ."
Charikot Hospital shuts down emergency service as well  ,emergency,charikot hospital shuts down emergency service as well  ,charikot hospital shuts emergency service well
"Bardibas Hospital starts providing maternity services The hospital has also launched laboratory, outpatient and 24-hour emergency services.  — by Sunita Baral",emergency,"bardibas hospital starts providing maternity services the hospital has also launched laboratory, outpatient and 24-hour emergency services.  — by sunita baral","bardibas hospital starts providing maternity services hospital also launched laboratory , outpatient 24-hour emergency services . — sunita baral"
UPDATE: Fly Dubai aircraft heads to destination with indicators reported normal The aircraft had declared an emergency soon after taking off from Tribhuvan International Airport. ,emergency,update: fly dubai aircraft heads to destination with indicators reported normal the aircraft had declared an emergency soon after taking off from tribhuvan international airport. ,update : fly dubai aircraft heads destination indicators reported normal aircraft declared emergency soon taking tribhuvan international airport .
"Goma Air aircraft makes emergency landing without nose gear, all 18 passengers safe  ",emergency,"goma air aircraft makes emergency landing without nose gear, all 18 passengers safe  ","goma air aircraft makes emergency landing without nose gear , 18 passengers safe"
Emergency Cabinet meeting begins. #NepalQuake,emergency,emergency cabinet meeting begins. #nepalquake,emergency cabinet meeting begins . # nepalquake
"India’s Bharat Biotech has signed an agreement with a medicine distributor to supply its COVID-19 vaccine to Brazil, it said on Tuesday, even as the shot’s emergency use approval in its home country has faced criticism. ",emergency,"india’s bharat biotech has signed an agreement with a medicine distributor to supply its covid-19 vaccine to brazil, it said on tuesday, even as the shot’s emergency use approval in its home country has faced criticism. ","india ’ bharat biotech signed agreement medicine distributor supply covid-19 vaccine brazil , said tuesday , even shot ’ emergency use approval home country faced criticism ."
"The emergency situation could mean introducing odd-even rules for vehicles, stopping vehicular movement in some parts and shutting schools among others  — by @CK_Mandal",emergency,"the emergency situation could mean introducing odd-even rules for vehicles, stopping vehicular movement in some parts and shutting schools among others  — by @ck_mandal","emergency situation could mean introducing odd-even rules vehicles , stopping vehicular movement parts shutting schools among others — @ ck_mandal"
NAC Twin Otter makes emergency landing at Tribhuvan International Airport ,emergency,nac twin otter makes emergency landing at tribhuvan international airport ,nac twin otter makes emergency landing tribhuvan international airport
Kathmandu-bound Air India flight makes emergency landing  ,emergency,kathmandu-bound air india flight makes emergency landing  ,kathmandu-bound air india flight makes emergency landing
"OPINION: Governments are responding to the health emergency as they rightly should, but ensuring food supply is equally vital.  — by @gcarun88",emergency,"opinion: governments are responding to the health emergency as they rightly should, but ensuring food supply is equally vital.  — by @gcarun88","opinion : governments responding health emergency rightly , ensuring food supply equally vital . — @ gcarun88"
Nepal gives emergency use approval to China’s Sinovac Covid-19 vaccine With this the number of vaccines that Nepal’s drug regulator has given approval to reaches five. ,emergency,nepal gives emergency use approval to china’s sinovac covid-19 vaccine with this the number of vaccines that nepal’s drug regulator has given approval to reaches five. ,nepal gives emergency use approval china ’ sinovac covid-19 vaccine number vaccines nepal ’ drug regulator given approval reaches five .
UNSC to hold emergency talks after suspected chemical attack in Syria left dozens of civilians dead &amp; wounded ,emergency,unsc to hold emergency talks after suspected chemical attack in syria left dozens of civilians dead &amp; wounded ,unsc hold emergency talks suspected chemical attack syria left dozens civilians dead & amp ; wounded
NAC airbus makes emergency landing after smoke detection  ,emergency,nac airbus makes emergency landing after smoke detection  ,nac airbus makes emergency landing smoke detection
"#Opinion Radio in times of emergency, disaster can make the difference between life and death, by Christian Manhart ",emergency,"#opinion radio in times of emergency, disaster can make the difference between life and death, by christian manhart ","# opinion radio times emergency , disaster make difference life death , christian manhart"
"Sri Lanka has extended a credit line with India by $200 million in order to procure emergency fuel stocks, the country’s power and energy minister said on Monday, with four shipments due to arrive in May. ",emergency,"sri lanka has extended a credit line with india by $200 million in order to procure emergency fuel stocks, the country’s power and energy minister said on monday, with four shipments due to arrive in may. ","sri lanka extended credit line india $ 200 million order procure emergency fuel stocks , country ’ power energy minister said monday , four shipments due arrive may ."
Japan hands over emergency relief to Nepal #KathmanduPost  ,emergency,japan hands over emergency relief to nepal #kathmandupost  ,japan hands emergency relief nepal # kathmandupost
Disaster preparedness: 7 emergency wells in Valley ,emergency,disaster preparedness: 7 emergency wells in valley ,disaster preparedness : 7 emergency wells valley
Ministry terms fuel crisis an ‘emergency’  ,emergency,ministry terms fuel crisis an ‘emergency’  ,ministry terms fuel crisis ‘ emergency ’
Dr Govinda KC had reached the emergency ward of the hospital this morning after difficulties on his chest ,emergency,dr govinda kc had reached the emergency ward of the hospital this morning after difficulties on his chest ,dr govinda kc reached emergency ward hospital morning difficulties chest
NA aircraft makes emergency landing in Malaysia ,emergency,na aircraft makes emergency landing in malaysia ,na aircraft makes emergency landing malaysia
Emergency NAC plane landing after bird-hit  ,emergency,emergency nac plane landing after bird-hit  ,emergency nac plane landing bird-hit
"Nepal grants emergency use approval to Pfizer-BioNTech’s bivalent vaccine Due to the delay in giving permission, supply of the vaccine by Covax could not start on time.  — by @arjunpoudeltkp",emergency,"nepal grants emergency use approval to pfizer-biontech’s bivalent vaccine due to the delay in giving permission, supply of the vaccine by covax could not start on time.  — by @arjunpoudeltkp","nepal grants emergency use approval pfizer-biontech ’ bivalent vaccine due delay giving permission , supply vaccine covax could start time . — @ arjunpoudeltkp"
"India’s drug regulator on Friday approved a coronavirus vaccine developed by AstraZeneca and Oxford University for emergency use, two sources with knowledge of the matter told Reuters. ",emergency,"india’s drug regulator on friday approved a coronavirus vaccine developed by astrazeneca and oxford university for emergency use, two sources with knowledge of the matter told reuters. ","india ’ drug regulator friday approved coronavirus vaccine developed astrazeneca oxford university emergency use , two sources knowledge matter told reuters ."
"China offers to gift 1 million doses of Sinovac Covid-19 vaccine to Nepal The vaccine, developed by the Sinovac Life Sciences Co Ltd, has already been granted emergency use authorisation.  — by @arjunpoudeltkp",emergency,"china offers to gift 1 million doses of sinovac covid-19 vaccine to nepal the vaccine, developed by the sinovac life sciences co ltd, has already been granted emergency use authorisation.  — by @arjunpoudeltkp","china offers gift 1 million doses sinovac covid-19 vaccine nepal vaccine , developed sinovac life sciences co ltd , already granted emergency use authorisation . — @ arjunpoudeltkp"
NAC Airbus makes emergency landing at TIA after strange odour inside cockpit  ,emergency,nac airbus makes emergency landing at tia after strange odour inside cockpit  ,nac airbus makes emergency landing tia strange odour inside cockpit
"Electricity Authority needs to explore decentralised solutions to ensure emergency power supply, by Bibek Raj Kandel ",emergency,"electricity authority needs to explore decentralised solutions to ensure emergency power supply, by bibek raj kandel ","electricity authority needs explore decentralised solutions ensure emergency power supply , bibek raj kandel"
"The World Health Organisation is still assessing the Russia-designed Sputnik V Covid-19 vaccine for emergency use, according to an update on the WHO's website. ",emergency,"the world health organisation is still assessing the russia-designed sputnik v covid-19 vaccine for emergency use, according to an update on the who's website. ","world health organisation still assessing russia-designed sputnik v covid-19 vaccine emergency use , according update 's website ."
#Correction Govt declares energy emergency with target to end power crisis within 2 years  ,emergency,#correction govt declares energy emergency with target to end power crisis within 2 years  ,# correction govt declares energy emergency target end power crisis within 2 years
Bad weather hampers search for missing Tara Air plane The Civil Aviation Authority of Nepal said it has traced the potential location of the aircraft in Khaibang based on an emergency locator transmitter. ,emergency,bad weather hampers search for missing tara air plane the civil aviation authority of nepal said it has traced the potential location of the aircraft in khaibang based on an emergency locator transmitter. ,bad weather hampers search missing tara air plane civil aviation authority nepal said traced potential location aircraft khaibang based emergency locator transmitter .
Nepal’s drug regulator on Friday granted emergency use approval to a Covid-19 vaccine developed by the University of Oxford and pharmaceutical giant AstraZeneca and manufactured in India.  — by @arjunpoudeltkp,emergency,nepal’s drug regulator on friday granted emergency use approval to a covid-19 vaccine developed by the university of oxford and pharmaceutical giant astrazeneca and manufactured in india.  — by @arjunpoudeltkp,nepal ’ drug regulator friday granted emergency use approval covid-19 vaccine developed university oxford pharmaceutical giant astrazeneca manufactured india . — @ arjunpoudeltkp
"As the village is not connected by road, people have no option but to use helicopter to fly patients to Kathmandu or the District Hospital in case of an emergency ",emergency,"as the village is not connected by road, people have no option but to use helicopter to fly patients to kathmandu or the district hospital in case of an emergency ","village connected road , people option use helicopter fly patients kathmandu district hospital case emergency"
Nepal Medical Association has announced to shut down all the medical services except emergency care on Sunday over the provisions of the newly enforced Criminal Code aimed at curbing medical negligence and recklessness by doctors ,emergency,nepal medical association has announced to shut down all the medical services except emergency care on sunday over the provisions of the newly enforced criminal code aimed at curbing medical negligence and recklessness by doctors ,nepal medical association announced shut medical services except emergency care sunday provisions newly enforced criminal code aimed curbing medical negligence recklessness doctors
"A public health emergency will allow the government to make use of all healthcare infrastructure, both public and private, and redistribute funds to fight Covid-19  — by @arjunpoudeltkp",emergency,"a public health emergency will allow the government to make use of all healthcare infrastructure, both public and private, and redistribute funds to fight covid-19  — by @arjunpoudeltkp","public health emergency allow government make use healthcare infrastructure , public private , redistribute funds fight covid-19 — @ arjunpoudeltkp"
Yadav appeals to allow movement of emergency vehicles  ,emergency,yadav appeals to allow movement of emergency vehicles  ,yadav appeals allow movement emergency vehicles
"US to end Covid-19 emergency declarations on May 11 Covid-19 cases are declining in the United States, though more than 500 people continue to die each day from the disease, government data showed. ",emergency,"us to end covid-19 emergency declarations on may 11 covid-19 cases are declining in the united states, though more than 500 people continue to die each day from the disease, government data showed. ","us end covid-19 emergency declarations may 11 covid-19 cases declining united states , though 500 people continue die day disease , government data showed ."
NMA to shutdown medical services except emergency on Thursday #KathmanduPost ,emergency,nma to shutdown medical services except emergency on thursday #kathmandupost ,nma shutdown medical services except emergency thursday # kathmandupost
Bharat Biotceh’s COVAXIN gets emergency use approval in Nepal  — by @arjunpoudeltkp,emergency,bharat biotceh’s covaxin gets emergency use approval in nepal  — by @arjunpoudeltkp,bharat biotceh ’ covaxin gets emergency use approval nepal — @ arjunpoudeltkp
Goma Air’s aircraft makes emergency landing after bird-hit on Wednesday morning  ,emergency,goma air’s aircraft makes emergency landing after bird-hit on wednesday morning  ,goma air ’ aircraft makes emergency landing bird-hit wednesday morning
EDITORIAL: The Valley’s water crisis is an ecological emergency. ,emergency,editorial: the valley’s water crisis is an ecological emergency. ,editorial : valley ’ water crisis ecological emergency .
"The World Health Organization said on Tuesday it has approved a Covid-19 vaccine made by Sinovac Biotech for emergency use listing, paving the way for a second Chinese shot to be used in poor countries. ",emergency,"the world health organization said on tuesday it has approved a covid-19 vaccine made by sinovac biotech for emergency use listing, paving the way for a second chinese shot to be used in poor countries. ","world health organization said tuesday approved covid-19 vaccine made sinovac biotech emergency use listing , paving way second chinese shot used poor countries ."
The new draft of Kathmandu Valley’s Air Pollution Management Action Plan has proposed declaring a public health emergency whenever the level of Particulate Matter (PM) 2.5 crosses 300 micrograms per cubic metre (μg/m3).  — by @CK_Mandal,emergency,the new draft of kathmandu valley’s air pollution management action plan has proposed declaring a public health emergency whenever the level of particulate matter (pm) 2.5 crosses 300 micrograms per cubic metre (μg/m3).  — by @ck_mandal,new draft kathmandu valley ’ air pollution management action plan proposed declaring public health emergency whenever level particulate matter ( pm ) 2.5 crosses 300 micrograms per cubic metre ( μg/m3 ) . — @ ck_mandal
Ethiopia declares state of emergency amid protests  ,emergency,ethiopia declares state of emergency amid protests  ,ethiopia declares state emergency amid protests
"Emergency services resumes in Charikot Hospital, OPD remains shut ",emergency,"emergency services resumes in charikot hospital, opd remains shut ","emergency services resumes charikot hospital , opd remains shut"
"The Federation of Nepali Journalists (FNJ), Ilam chapter, has decided to set up a fund to financially assist journalists during emergency. ",emergency,"the federation of nepali journalists (fnj), ilam chapter, has decided to set up a fund to financially assist journalists during emergency. ","federation nepali journalists ( fnj ) , ilam chapter , decided set fund financially assist journalists emergency ."
Eli Lilly gets Indian emergency use nod for Covid-19 antibody drug combination ,emergency,eli lilly gets indian emergency use nod for covid-19 antibody drug combination ,eli lilly gets indian emergency use nod covid-19 antibody drug combination
"“We are trying our best to enforce the odd-even rule, but many motorists have been taking their vehicles out often with false emergency excuses,” said SSP Bhim Prasad Dhakal, chief of the Metropolitan Traffic Police Division.  — by @AnupOjha7",emergency,"“we are trying our best to enforce the odd-even rule, but many motorists have been taking their vehicles out often with false emergency excuses,” said ssp bhim prasad dhakal, chief of the metropolitan traffic police division.  — by @anupojha7","“ trying best enforce odd-even rule , many motorists taking vehicles often false emergency excuses , ” said ssp bhim prasad dhakal , chief metropolitan traffic police division . — @ anupojha7"
"Dr Govinda KC, who has been on a hunger strike here since Saturday, was shifted to the emergency unit of the Karnali Academy of Health Sciences on Wednesday after his health condition deteriorated #KathmanduPost ",emergency,"dr govinda kc, who has been on a hunger strike here since saturday, was shifted to the emergency unit of the karnali academy of health sciences on wednesday after his health condition deteriorated #kathmandupost ","dr govinda kc , hunger strike since saturday , shifted emergency unit karnali academy health sciences wednesday health condition deteriorated # kathmandupost"
"India boosts arsenal against Covid-19 with Merck pill, two more vaccines The emergency approvals come at a time measures are being taken to ramp up oxygen supplies and strengthen the country’s health infrastructure. ",emergency,"india boosts arsenal against covid-19 with merck pill, two more vaccines the emergency approvals come at a time measures are being taken to ramp up oxygen supplies and strengthen the country’s health infrastructure. ","india boosts arsenal covid-19 merck pill , two vaccines emergency approvals come time measures taken ramp oxygen supplies strengthen country ’ health infrastructure ."
Deuba summons emergency party meet after Maoist pullout  ,emergency,deuba summons emergency party meet after maoist pullout  ,deuba summons emergency party meet maoist pullout
CPN-UML summons emergency Standing Committee meet #KathmanduPost ,emergency,cpn-uml summons emergency standing committee meet #kathmandupost ,cpn-uml summons emergency standing committee meet # kathmandupost
NOC to distribute fuel to emergency service vehicles  ,emergency,noc to distribute fuel to emergency service vehicles  ,noc distribute fuel emergency service vehicles
"China launched an emergency response on Thursday after a 6.0-magnitude earthquake jolted the southwestern province of Sichuan killing at least three people, state media reported. ",emergency,"china launched an emergency response on thursday after a 6.0-magnitude earthquake jolted the southwestern province of sichuan killing at least three people, state media reported. ","china launched emergency response thursday 6.0-magnitude earthquake jolted southwestern province sichuan killing least three people , state media reported ."
"An emergency meeting of the Executive Council of Tribhuvan University has suspended Baubalal Sah, Assistant Dean at the Faculty of Education, Tribhuvan University, for allegedly misbehaving with a female student. ",emergency,"an emergency meeting of the executive council of tribhuvan university has suspended baubalal sah, assistant dean at the faculty of education, tribhuvan university, for allegedly misbehaving with a female student. ","emergency meeting executive council tribhuvan university suspended baubalal sah , assistant dean faculty education , tribhuvan university , allegedly misbehaving female student ."
"Even after the second wave, officials failed to procure enough supplies, data show Legal frameworks in place to fast-track emergency procurement were not used. Instead, the government relied on donations from other countries.  — by @journoprithvi",emergency,"even after the second wave, officials failed to procure enough supplies, data show legal frameworks in place to fast-track emergency procurement were not used. instead, the government relied on donations from other countries.  — by @journoprithvi","even second wave , officials failed procure enough supplies , data show legal frameworks place fast-track emergency procurement used . instead , government relied donations countries . — @ journoprithvi"
"EXPLAINED Ordinance: A tool for emergency law or a means to serve politicians’ vested interests? Multiple, hastily-brought ordinances show rulers have been bypassing Parliament to legalise their actions.  — by @Nishanktm",emergency,"explained ordinance: a tool for emergency law or a means to serve politicians’ vested interests? multiple, hastily-brought ordinances show rulers have been bypassing parliament to legalise their actions.  — by @nishanktm","explained ordinance : tool emergency law means serve politicians ’ vested interests ? multiple , hastily-brought ordinances show rulers bypassing parliament legalise actions . — @ nishanktm"
"The World Health Organization will begin considering China’s two Covid-19 vaccines for emergency approval next week, WHO Assistant Director-General Mariangela Simao said on Friday. ",emergency,"the world health organization will begin considering china’s two covid-19 vaccines for emergency approval next week, who assistant director-general mariangela simao said on friday. ","world health organization begin considering china ’ two covid-19 vaccines emergency approval next week , assistant director-general mariangela simao said friday ."
"The chief district officers of Kathmandu, Lalitpur and Bhaktapur are holding an emergency meeting after traders boycotted the lockdown and opened their shops from Thursday. ",emergency,"the chief district officers of kathmandu, lalitpur and bhaktapur are holding an emergency meeting after traders boycotted the lockdown and opened their shops from thursday. ","chief district officers kathmandu , lalitpur bhaktapur holding emergency meeting traders boycotted lockdown opened shops thursday ."
The programme has been launched with the objective of providing emergency medical services to students and counsel female students on reproductive health and sex education ,emergency,the programme has been launched with the objective of providing emergency medical services to students and counsel female students on reproductive health and sex education ,programme launched objective providing emergency medical services students counsel female students reproductive health sex education
Resident doctors at various government hospitals across the country have warned of halting all medical services except emergency from Friday if the government doesn't take concrete steps to hold talks with Dr Govinda KC ,emergency,resident doctors at various government hospitals across the country have warned of halting all medical services except emergency from friday if the government doesn't take concrete steps to hold talks with dr govinda kc ,resident doctors various government hospitals across country warned halting medical services except emergency friday government n't take concrete steps hold talks dr govinda kc
World Health Organization declares China virus outbreak an international emergency ,emergency,world health organization declares china virus outbreak an international emergency ,world health organization declares china virus outbreak international emergency
"Oxford-AstraZeneca jab gets emergency use nod Government should fulfil its promise to inoculate all eligible citizens, only allow private players to import if authorities can’t do so, experts say.  — by @arjunpoudeltkp",emergency,"oxford-astrazeneca jab gets emergency use nod government should fulfil its promise to inoculate all eligible citizens, only allow private players to import if authorities can’t do so, experts say.  — by @arjunpoudeltkp","oxford-astrazeneca jab gets emergency use nod government fulfil promise inoculate eligible citizens , allow private players import authorities ’ , experts say . — @ arjunpoudeltkp"
"Government doctors have warned of shutting down all medical services, except for emergency, if their demands for amendment to the Civil Servants Adjustment Ordinance and removal of Health Secretary Kedar Bahadur Adhikari are not addressed urgently. ",emergency,"government doctors have warned of shutting down all medical services, except for emergency, if their demands for amendment to the civil servants adjustment ordinance and removal of health secretary kedar bahadur adhikari are not addressed urgently. ","government doctors warned shutting medical services , except emergency , demands amendment civil servants adjustment ordinance removal health secretary kedar bahadur adhikari addressed urgently ."
NMA decides to shut down all medical services except emergency from Friday #KathmanduPost ,emergency,nma decides to shut down all medical services except emergency from friday #kathmandupost ,nma decides shut medical services except emergency friday # kathmandupost
"Nepal grants conditional emergency use approval to Russian Sputnik V vaccine This is the fourth Covid-19 vaccine to get emergency use approval after AstraZeneca’s Covishield, Bharat Biotech’s Covaxin and Sinopharm’s BBIBP-CorV.  — by @arjunpoudeltkp",emergency,"nepal grants conditional emergency use approval to russian sputnik v vaccine this is the fourth covid-19 vaccine to get emergency use approval after astrazeneca’s covishield, bharat biotech’s covaxin and sinopharm’s bbibp-corv.  — by @arjunpoudeltkp","nepal grants conditional emergency use approval russian sputnik v vaccine fourth covid-19 vaccine get emergency use approval astrazeneca ’ covishield , bharat biotech ’ covaxin sinopharm ’ bbibp-corv . — @ arjunpoudeltkp"
"At least 23 dead as dozens of wildfires torch forests in Chile The latest emergency order covers the southern region of Araucania, next to the previously declared Biobio and Nuble regions. ",emergency,"at least 23 dead as dozens of wildfires torch forests in chile the latest emergency order covers the southern region of araucania, next to the previously declared biobio and nuble regions. ","least 23 dead dozens wildfires torch forests chile latest emergency order covers southern region araucania , next previously declared biobio nuble regions ."
"WHO eyes decision on monkeypox ‘emergency’, Africa says it’s long overdue ",emergency,"who eyes decision on monkeypox ‘emergency’, africa says it’s long overdue ","eyes decision monkeypox ‘ emergency ’ , africa says ’ long overdue"
"Jajarkot District Hospital staffers halted all works, except emergency services, on Wednesday saying that the authorities concerned have not provided salary and other allowances for the past seven months #KathmanduPost #KathmanduPost ",emergency,"jajarkot district hospital staffers halted all works, except emergency services, on wednesday saying that the authorities concerned have not provided salary and other allowances for the past seven months #kathmandupost #kathmandupost ","jajarkot district hospital staffers halted works , except emergency services , wednesday saying authorities concerned provided salary allowances past seven months # kathmandupost # kathmandupost"
"Sita aircraft makes emergency landing, escapes accident ",emergency,"sita aircraft makes emergency landing, escapes accident ","sita aircraft makes emergency landing , escapes accident"
"On June 17, a Jetstream-41 of the airlines made an emergency landing at Biratnagar Airport after bird strike. #YetiAirlines",emergency,"on june 17, a jetstream-41 of the airlines made an emergency landing at biratnagar airport after bird strike. #yetiairlines","june 17 , jetstream-41 airlines made emergency landing biratnagar airport bird strike . # yetiairlines"
"Medics being probed after alive baby pronounced dead On Wednesday morning, a doctor and two assistant health workers at the emergency ward of the Koshi Hospital had wrongly declared an 18-day-old infant dead.  — by Binod Bhandari",emergency,"medics being probed after alive baby pronounced dead on wednesday morning, a doctor and two assistant health workers at the emergency ward of the koshi hospital had wrongly declared an 18-day-old infant dead.  — by binod bhandari","medics probed alive baby pronounced dead wednesday morning , doctor two assistant health workers emergency ward koshi hospital wrongly declared 18-day-old infant dead . — binod bhandari"
SSP among eight cops killed in Kailali clash; emergency Cabinet meet summoned (update) ,emergency,ssp among eight cops killed in kailali clash; emergency cabinet meet summoned (update) ,ssp among eight cops killed kailali clash ; emergency cabinet meet summoned ( update )
"China’s Shinopharm vaccine gets emergency use authorisation in Nepal China has decided to provide 500,000 doses of BBIBP-CorV vaccine, developed by Sinopharm, under grant assistance.  —by @arjunpoudeltkp",emergency,"china’s shinopharm vaccine gets emergency use authorisation in nepal china has decided to provide 500,000 doses of bbibp-corv vaccine, developed by sinopharm, under grant assistance.  —by @arjunpoudeltkp","china ’ shinopharm vaccine gets emergency use authorisation nepal china decided provide 500,000 doses bbibp-corv vaccine , developed sinopharm , grant assistance . —by @ arjunpoudeltkp"
Udayapur DAO initiates action against District Hospital administration after the emergency ward of the hospital was found without a doctor or other staff #KathmanduPost ,emergency,udayapur dao initiates action against district hospital administration after the emergency ward of the hospital was found without a doctor or other staff #kathmandupost ,udayapur dao initiates action district hospital administration emergency ward hospital found without doctor staff # kathmandupost
Doctors to halt hospital services except emergency for one hour #KathmanduPost ,emergency,doctors to halt hospital services except emergency for one hour #kathmandupost ,doctors halt hospital services except emergency one hour # kathmandupost
"The hospital has started providing 24-hour emergency services, OPD, IPD and lab facilities, maternity and X-ray services and minor surgery facilities  — by Hari Gautam",emergency,"the hospital has started providing 24-hour emergency services, opd, ipd and lab facilities, maternity and x-ray services and minor surgery facilities  — by hari gautam","hospital started providing 24-hour emergency services , opd , ipd lab facilities , maternity x-ray services minor surgery facilities — hari gautam"
Sri Lanka declares state of emergency after Buddhist-Muslim clash #KathmanduPost  ,emergency,sri lanka declares state of emergency after buddhist-muslim clash #kathmandupost  ,sri lanka declares state emergency buddhist-muslim clash # kathmandupost
UNFPA equips 16 districts with emergency health and dignity kits ,emergency,unfpa equips 16 districts with emergency health and dignity kits ,unfpa equips 16 districts emergency health dignity kits
#JustIn: Yeti Airlines aircraft makes successful emergency landing in Biratnagar after bird strike. All passengers and crew members safe.,emergency,#justin: yeti airlines aircraft makes successful emergency landing in biratnagar after bird strike. all passengers and crew members safe.,# justin : yeti airlines aircraft makes successful emergency landing biratnagar bird strike . passengers crew members safe .
"The UN human rights official Michelle Bachelet urged the UN Human Rights Council, holding an emergency session at the request of Pakistan and the Organisation of Islamic Cooperation (OIC), to set up a mechanism to closely monitor Taliban actions. ",emergency,"the un human rights official michelle bachelet urged the un human rights council, holding an emergency session at the request of pakistan and the organisation of islamic cooperation (oic), to set up a mechanism to closely monitor taliban actions. ","un human rights official michelle bachelet urged un human rights council , holding emergency session request pakistan organisation islamic cooperation ( oic ) , set mechanism closely monitor taliban actions ."
"Nepal Medical Association has announced to halt all hospital services, except for emergency care, across the country on Thursday #KathmanduPost ",emergency,"nepal medical association has announced to halt all hospital services, except for emergency care, across the country on thursday #kathmandupost ","nepal medical association announced halt hospital services , except emergency care , across country thursday # kathmandupost"
DoR director general says long-term solution to fix roads will begin after the emergency situations are addressed ,emergency,dor director general says long-term solution to fix roads will begin after the emergency situations are addressed ,dor director general says long-term solution fix roads begin emergency situations addressed
Dr KC in emergency unit after doctors intervene #KathmanduPost ,emergency,dr kc in emergency unit after doctors intervene #kathmandupost ,dr kc emergency unit doctors intervene # kathmandupost
OPINION: Saving the future of young Pakistanis Pakistanis need emergency help to prevent a further loss of learning among children.  — by @YasmineSherif1 &amp; @GordonBrown,emergency,opinion: saving the future of young pakistanis pakistanis need emergency help to prevent a further loss of learning among children.  — by @yasminesherif1 &amp; @gordonbrown,opinion : saving future young pakistanis pakistanis need emergency help prevent loss learning among children . — @ yasminesherif1 & amp ; @ gordonbrown
